Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26,12)",EPS*,P/E,Status
"=""5272CO""",RANHILL-CO,Technology,,,0.040,,-,-,0.085,0.035,0,,-,-,0%,,,,Active
"=""5272CP""",RANHILL-CP,Technology,,,0.040,,-,-,0.105,0.04,0,,-,20150,38%,-0.006,,,Active
"=""5272CQ""",RANHILL-CQ,Technology,0.04,0.04,0.035,+0.005,0.040,0.040,0.08,0.035,6000,,58,562550,33%,-0.002,,,Active
"=""7765""",RAPID,Industrial & Consumer Products,0.8,0.805,0.800,+0.005,0.815,0.795,0.85,0.515,1919,,55,794915,60%,0.037,26.95,2.98,Active
"=""9296""",RCECAP,Industrial & Consumer Products,1.15,1.17,1.150,+0.020,1.170,1.150,1.45,1.02,1022,5.56%,90,797670,39%,-0.003,7.2,16.46,Active
"=""9296CH""",RCECAP-CH,Technology,,,0.050,,-,-,0.085,0.05,0,,-,291790,42%,-0.002,,,Active
"=""9296CI""",RCECAP-CI,Technology,0.05,0.05,0.150,-0.100,0.050,0.050,,,1000,,-,-,0%,,,,Active
"=""5332""",REACHTEN,Industrial & Consumer Products,0.495,0.505,0.495,+0.010,0.505,0.490,0.605,0.425,31857,,82,2512840,61%,0.006,8.82,7.16,Active
"=""0032""",REDTONE,Industrial & Consumer Products,0.355,0.36,0.355,+0.005,0.360,0.355,0.74,0.345,889,5.56%,7,431820,42%,-0.008,3.41,10.62,Active
"=""0032WB""",REDTONE-WB,Industrial & Consumer Products,0.08,0.085,0.085,-,0.085,0.080,0.11,0.08,8444,,6,703995,33%,,,,Active
"=""0081""",REKATECH,Property,,,0.030,,-,-,0.05,0.025,0,,-,114935,57%,,-1.3,,Active
"=""7130""",RENEUCO,Industrial & Consumer Products,0.03,0.035,0.035,-,0.035,0.025,0.07,0.01,15586,,5,1355815,50%,,1.15,7.53,"Active, Alert"
"=""7232""",RESINTC,Industrial & Consumer Products,0.54,0.54,0.540,-,0.545,0.535,0.69,0.5,661,,3,122795,40%,0.004,5.81,8.33,Active
"=""7232WB""",RESINTC-WB,Industrial & Consumer Products,,,0.140,,-,-,0.245,0.115,0,,-,67515,56%,,,,Active
"=""0200""",REVENUE,Industrial & Consumer Products,0.055,0.055,0.055,-,0.055,0.055,0.125,0.045,760,,-,1195830,100%,-0.001,-3.22,,Active
"=""0037""",RGB,Industrial & Consumer Products,0.265,0.27,0.270,-,0.270,0.265,0.475,0.195,3238,14.81%,50,3380610,83%,0.012,5.98,4.58,Active
"=""03052""",RGS,Utilities,,,0.170,,-,-,0.175,0.1,0,,-,23670,54%,0.001,,,Active
"=""9954""",RGTBHD,Industrial & Consumer Products,,,0.225,,-,-,0.565,0.2,0,,-,87145,46%,-0.003,-0.47,,Active
"=""9954WC""",RGTBHD-WC,Industrial & Consumer Products,,,0.075,,-,-,0.23,0.04,0,,-,22995,44%,,,,Active
"=""0202""",RGTECH,Property,0.24,0.24,0.240,-,0.240,0.240,0.355,0.22,630,2.08%,-,32830,46%,-0.004,1.52,16.35,Active
"=""1066""",RHBBANK,Industrial & Consumer Products,8.21,8.2,8.210,-0.010,8.270,8.190,8.5,6.07,45916,5.24%,47,8171295,57%,0.109,72.02,11.45,Active
"=""106665""",RHBBANKC65,Technology,,,0.130,,-,-,0.18,0.065,0,,-,738150,52%,0.003,,,Active
"=""106668""",RHBBANKC68,Technology,0.42,0.415,0.415,-,0.430,0.415,0.48,0.095,210,,67,99840,63%,0.026,,,Active
"=""106669""",RHBBANKC69,Technology,,,0.415,,-,-,0.48,0.105,0,,-,598160,63%,0.042,,,Active
"=""106670""",RHBBANKC70,Technology,0.24,0.235,0.240,-0.005,0.245,0.235,0.285,0.085,433,,5,111430,59%,0.015,,,Active
"=""106671""",RHBBANKC71,Technology,0.3,0.295,0.295,-,0.305,0.295,0.36,0.045,1094,,39,225475,61%,0.024,,,Active
"=""106672""",RHBBANKC72,Technology,,,0.245,,-,-,0.27,0.105,0,,-,199100,65%,0.032,,,Active
"=""106673""",RHBBANKC73,Technology,0.12,0.115,0.120,-0.005,0.120,0.115,0.125,0.11,170,,12,-,0%,,,,Active
"=""106674""",RHBBANKC74,Technology,0.055,0.055,0.150,-0.095,0.055,0.055,,,1780,,100,-,0%,,,,Active
"=""5278""",RHONEMA,Industrial & Consumer Products,0.7,0.7,0.700,-,0.705,0.700,0.735,0.58,10200,2.14%,51,69605,54%,,5.56,12.05,Active
"=""7006""",RKI,Industrial & Consumer Products,1.18,1.17,1.150,+0.020,1.180,1.170,1.35,0.99,79,3.42%,100,14330,77%,0.032,5.63,22.89,Active
"=""0219""",RL,Industrial & Consumer Products,0.22,0.225,0.215,+0.010,0.225,0.220,0.445,0.185,60845,,94,3212370,56%,0.002,8.75,2.87,Active
"=""0219WA""",RL-WA,Industrial & Consumer Products,,,0.005,,-,-,0.075,0.005,0,,-,100765,50%,,,,Active
"=""9741""",ROHAS,Industrial & Consumer Products,0.23,0.23,0.230,-,0.230,0.230,0.31,0.19,330,,-,76815,50%,,-0.99,,Active
"=""03036""",RPLANET,Utilities,,,0.300,,-,-,0.305,0.225,0,,-,9675,58%,0.004,,,Active
"=""5113""",RSAWIT,Industrial & Consumer Products,0.19,0.19,0.190,-,0.190,0.190,0.235,0.16,2050,,-,486000,50%,0.001,1.41,15.7,Active
"=""0342""",RTECH,Property,0.195,0.195,0.200,-0.005,0.195,0.195,0.765,0.15,170,,-,485400,50%,-0.002,4.04,6.61,Active
"=""03039""",RTSTECH,Utilities,,,0.165,,-,-,,,0,,-,-,0%,,,,Active
"=""2542""",RVIEW,Industrial & Consumer Products,2.91,2.91,2.900,+0.010,2.910,2.910,3.12,2.72,2,3.44%,-,5465,46%,0.012,13.0,21.96,Active
"=""8745""",S&FCAP,Industrial & Consumer Products,0.06,0.055,0.060,-0.005,0.060,0.055,0.12,0.055,546,,100,78420,33%,-0.001,-0.04,,Active
"=""5134""",SAB,Industrial & Consumer Products,,,3.450,,-,-,3.6,2.82,0,1.45%,-,38685,63%,0.042,26.8,9.27,Active
"=""03056""",SAFETY,Utilities,,,0.190,,-,-,,,0,,-,-,0%,,,,Active
"=""0360""",SAG,Property,0.815,0.83,0.820,+0.010,0.835,0.815,0.925,0.67,290,,93,454525,65%,-0.002,,,Active
"=""8567""",SALCON,Industrial & Consumer Products,0.23,0.23,0.235,-0.005,0.230,0.230,0.36,0.225,663,,-,210070,50%,-0.002,1.61,14.87,Active
"=""0346""",SALIRAN,Property,0.225,0.23,0.225,+0.005,0.230,0.220,0.275,0.175,4991,,53,344405,55%,,4.38,6.65,Active
"=""0183""",SALUTE,Industrial & Consumer Products,0.18,0.185,0.185,-,0.185,0.175,0.31,0.165,616,,15,674670,37%,-0.004,-7.03,,Active
"=""9822""",SAM,Industrial & Consumer Products,3.18,3.4,3.180,+0.220,3.410,3.180,5.07,2.98,1738,0.82%,55,245680,15%,-0.12,13.58,25.04,Active
"=""0223""",SAMAIDEN,Industrial & Consumer Products,1.11,1.06,1.100,-0.040,1.110,1.060,1.62,0.91,7657,1.42%,9,1316090,21%,-0.08,4.76,26.5,Active
"=""0223CB""",SAMAIDEN-CB,Technology,0.025,0.025,0.030,-0.005,0.025,0.025,0.16,0.025,300,,-,497245,13%,-0.017,,,Active
"=""0223WA""",SAMAIDEN-WA,Industrial & Consumer Products,0.33,0.325,0.340,-0.015,0.330,0.325,0.805,0.28,212,,15,145865,13%,-0.086,,,Active
"=""5147""",SAMCHEM,Industrial & Consumer Products,0.31,0.31,0.310,-,0.310,0.310,0.475,0.3,52,5.81%,-,132740,50%,-0.004,3.32,8.28,Active
"=""03057""",SANCY,Utilities,,,0.350,,-,-,0.38,0.26,0,,-,-,0%,,,,Active
"=""0133""",SANICHI,Property,,,0.085,,-,-,0.14,0.07,0,,-,58475,57%,,-10.7,,Active
"=""7811""",SAPIND,Industrial & Consumer Products,,,0.800,,-,-,0.89,0.77,0,5.00%,-,8425,46%,0.001,12.39,6.54,Active
"=""4596""",SAPRES,Industrial & Consumer Products,0.32,0.28,0.280,-,0.320,0.280,0.3,0.165,2,,50,123405,70%,0.012,-27.22,,Active
"=""5252""",SASBADI,Industrial & Consumer Products,,,0.160,,-,-,0.18,0.135,0,4.69%,-,195540,42%,,2.57,6.61,Active
"=""2569""",SBAGAN,Industrial & Consumer Products,5.74,5.74,5.780,-0.040,5.740,5.740,6.49,5.32,34,,-,24685,61%,0.029,210.85,2.94,Active
"=""5207""",SBCCORP,Industrial & Consumer Products,0.29,0.295,0.300,-0.005,0.295,0.285,0.36,0.265,537,,99,48620,60%,,6.75,4.28,Active
"=""0300""",SBH,Property,0.185,0.19,0.190,-,0.190,0.185,0.26,0.18,210,2.63%,99,76580,50%,,0.41,48.86,Active
"=""0386""",SBS,Property,0.165,0.155,0.165,-0.010,0.165,0.155,0.26,0.145,53720,,27,-,22%,,,,Active
"=""0316""",SCB,Property,0.135,0.14,0.135,+0.005,0.140,0.135,0.185,0.13,4538,,43,255405,50%,-0.001,0.51,34.32,Active
"=""0109""",SCBUILD,Property,,,0.010,,-,-,0.015,0.005,0,,-,258185,60%,,0.08,17.3,Active
"=""0158""",SCC,Property,0.235,0.235,0.240,-0.005,0.235,0.235,0.295,0.19,155,,100,42275,57%,,0.24,96.71,Active
"=""0225""",SCGBHD,Industrial & Consumer Products,2.09,2.09,2.090,-,2.110,2.070,2.52,0.875,18507,0.77%,41,7175965,30%,-0.04,8.62,32.67,Active
"=""0225CD""",SCGBHD-CD,Technology,,,-,,-,-,0.565,0.08,0,,-,34615,55%,0.048,,,Delisted
"=""0225CF""",SCGBHD-CF,Technology,,,0.140,,-,-,0.36,0.085,0,,-,50100,32%,-0.014,,,Active
"=""0225CG""",SCGBHD-CG,Technology,,,0.180,,-,-,0.26,0.1,0,,-,22760,47%,0.026,,,Active
"=""0225CH""",SCGBHD-CH,Technology,,,0.300,,-,-,0.53,0.135,0,,-,1210160,33%,-0.022,,,Active
"=""0225CI""",SCGBHD-CI,Technology,,,0.230,,-,-,0.48,0.16,0,,-,250915,38%,-0.014,,,Active
"=""0225CJ""",SCGBHD-CJ,Technology,0.09,0.09,0.095,-0.005,0.090,0.090,0.2,0.08,20,,100,182950,22%,-0.011,,,Active
"=""0225CK""",SCGBHD-CK,Technology,0.13,0.13,0.130,-,0.130,0.130,0.28,0.115,352,,50,940795,33%,-0.013,,,Active
"=""0225CL""",SCGBHD-CL,Technology,0.09,0.09,0.095,-0.005,0.090,0.090,0.23,0.075,100,,70,164085,25%,-0.012,,,Active
"=""0225CM""",SCGBHD-CM,Technology,0.03,0.035,0.045,-0.010,0.035,0.030,0.155,0.035,1001,,-,828580,39%,-0.008,,,Active
"=""0225CN""",SCGBHD-CN,Technology,,,0.040,,-,-,0.115,0.04,0,,-,568550,37%,-0.005,,,Active
"=""0225CO""",SCGBHD-CO,Technology,,,0.035,,-,-,0.075,0.03,0,,-,239830,41%,-0.006,,,Active
"=""0225CP""",SCGBHD-CP,Technology,0.085,0.085,0.085,-,0.085,0.085,0.165,0.065,7350,,57,2048160,25%,-0.01,,,Active
"=""0225CQ""",SCGBHD-CQ,Technology,0.095,0.095,0.095,-,0.100,0.095,0.18,0.08,4180,,46,3989755,25%,-0.009,,,Active
"=""0225CR""",SCGBHD-CR,Technology,,,0.065,,-,-,0.075,0.055,0,,-,-,0%,,,,Active
"=""0225CS""",SCGBHD-CS,Technology,0.09,0.09,0.090,-,0.090,0.090,0.105,0.09,1500,,67,-,0%,,,,Active
"=""0225CT""",SCGBHD-CT,Technology,0.075,0.075,0.150,-0.075,0.075,0.075,,,5254,,100,-,0%,,,,Active
"=""0225WA""",SCGBHD-WA,Industrial & Consumer Products,1.86,1.86,1.860,-,1.860,1.860,2.22,0.585,80,,100,163825,35%,-0.037,,,Active
"=""7247""",SCGM,Industrial & Consumer Products,0.495,0.495,0.495,-,0.495,0.495,0.615,0.465,101,,-,52670,57%,,0.27,181.84,Active
"=""9237""",SCIB,Industrial & Consumer Products,0.14,0.14,0.135,+0.005,0.145,0.140,0.28,0.11,17656,,90,1227025,33%,-0.007,0.66,22.99,Active
"=""0099""",SCICOM,Industrial & Consumer Products,1.52,1.55,1.520,+0.030,1.570,1.510,1.75,0.675,3991,3.55%,67,1570420,47%,0.02,5.72,26.69,Active
"=""4731""",SCIENTX,Industrial & Consumer Products,3.93,3.93,3.950,-0.020,3.970,3.900,4.15,3.06,3784,3.05%,72,844065,76%,0.104,34.13,10.82,Active
"=""8125""",SCIPACK,Industrial & Consumer Products,1.5,1.49,1.500,-0.010,1.500,1.490,1.78,1.31,36,1.68%,-,824500,60%,0.007,7.67,19.75,Active
"=""7239""",SCNWOLF,Industrial & Consumer Products,0.5,0.5,0.515,-0.015,0.500,0.500,0.555,0.43,100,,-,33880,53%,,-5.47,,Active
"=""7239LA""",SCNWOLF-LA,Telecommunications & Media,,,0.265,,-,-,0.335,0.26,0,,-,32765,35%,-0.021,,,Active
"=""7239WA""",SCNWOLF-WA,Industrial & Consumer Products,0.15,0.16,0.170,-0.010,0.160,0.150,0.25,0.165,200,,50,13855,50%,-0.009,,,Active
"=""0001""",SCOMNET,Industrial & Consumer Products,0.66,0.66,0.665,-0.005,0.660,0.655,1.28,0.635,3273,3.79%,38,913895,18%,-0.018,3.74,18.13,Active
"=""0028""",SCOPE,Property,0.075,0.08,0.080,-,0.080,0.075,0.135,0.065,640,,53,552640,60%,,-0.74,,Active
"=""0321""",SDCG,Property,0.585,0.585,0.585,-,0.585,0.585,0.615,0.465,74461,,79,9333835,86%,0.006,2.44,57.85,Active
"=""5285""",SDG,Industrial & Consumer Products,5.84,5.8,5.800,-,5.840,5.780,5.97,4.42,162802,2.82%,20,9407855,67%,0.053,31.3,17.12,Active
"=""528532""",SDG-C32,Technology,0.21,0.21,0.210,-,0.210,0.210,0.24,0.1,3060,,60,360385,65%,0.006,,,Active
"=""528533""",SDG-C33,Technology,0.105,0.105,0.100,+0.005,0.105,0.105,0.15,0.035,750,,33,57100,57%,0.01,,,Active
"=""528534""",SDG-C34,Technology,,,0.080,,-,-,0.1,0.075,0,,-,921960,47%,,,,Active
"=""528535""",SDG-C35,Technology,,,0.130,,-,-,0.175,0.11,0,,-,27600,50%,,,,Active
"=""528536""",SDG-C36,Technology,0.11,0.11,0.110,-,0.110,0.110,0.125,0.095,4100,,88,-,0%,,,,Active
"=""528537""",SDG-C37,Technology,,,0.075,,-,-,0.1,0.075,0,,-,-,0%,,,,Active
"=""528538""",SDG-C38,Technology,0.075,0.075,0.075,-,0.080,0.075,0.105,0.075,1650,,21,-,0%,,,,Active
"=""2224""",SDRED,Industrial & Consumer Products,,,0.465,,-,-,0.6,0.45,0,6.45%,-,12820,48%,-0.001,5.2,8.95,Active
"=""0212""",SDS,Industrial & Consumer Products,0.63,0.625,0.630,-0.005,0.635,0.620,1.3,0.625,1617,2.40%,29,197560,32%,-0.016,8.12,10.14,Active
"=""7073""",SEACERA,Industrial & Consumer Products,,,0.060,,-,-,0.185,0.03,0,,-,2843685,27%,-0.025,-1.29,,Suspended
"=""4286""",SEAL,Industrial & Consumer Products,0.635,0.63,0.630,-,0.645,0.630,0.865,0.57,1340,,46,467595,60%,-0.018,1.8,38.51,Active
"=""5145""",SEALINK,Industrial & Consumer Products,0.29,0.29,0.290,-,0.300,0.280,0.375,0.115,26987,,57,5313910,45%,-0.009,3.64,7.62,Active
"=""5163""",SEB,Industrial & Consumer Products,,,0.675,,-,-,0.73,0.45,0,,-,28655,58%,0.01,1.38,49.14,Active
"=""0178""",SEDANIA,Property,0.09,0.09,0.095,-0.005,0.090,0.090,0.305,0.08,4007,,-,1178970,50%,-0.004,-0.7,,Active
"=""7053""",SEEHUP,Industrial & Consumer Products,0.67,0.68,0.675,+0.005,0.680,0.670,0.85,0.6,372,3.97%,69,10100,31%,-0.026,-2.38,,Active
"=""03009""",SEERS,Utilities,,,0.100,,-,-,,,0,,-,-,0%,,,,Active
"=""9792""",SEG,Industrial & Consumer Products,0.645,0.65,0.645,+0.005,0.650,0.640,0.83,0.605,4804,1.54%,84,700830,17%,-0.003,0.43,156.8,Active
"=""9792WB""",SEG-WB,Industrial & Consumer Products,0.095,0.095,0.100,-0.005,0.095,0.095,0.24,0.085,61,,-,70360,50%,-0.002,,,Active
"=""5250""",SEM,Industrial & Consumer Products,,,1.990,,-,-,2.02,1.9,0,1.36%,-,8070,43%,-0.002,3.75,60.51,Active
"=""0388""",SEMICO,Property,0.445,0.455,0.445,+0.010,0.460,0.440,0.49,0.29,87937,,68,11042865,87%,,,,Active
"=""5205""",SENDAI,Industrial & Consumer Products,0.485,0.49,0.485,+0.005,0.495,0.485,0.575,0.31,17572,,41,1729465,54%,0.01,1.81,22.53,Active
"=""5308""",SENFONG,Industrial & Consumer Products,0.675,0.675,0.680,-0.005,0.675,0.675,0.975,0.66,20,5.19%,-,36295,17%,-0.004,4.87,13.86,Active
"=""5305""",SENHENG,Industrial & Consumer Products,0.19,0.19,0.190,-,0.195,0.190,0.275,0.155,1075,2.68%,61,426485,50%,-0.001,0.8,23.81,Active
"=""5123""",SENTRAL,Industrial & Consumer Products,0.775,0.78,0.775,+0.005,0.785,0.775,0.815,0.715,7464,7.88%,64,1223910,33%,-0.002,6.47,15.9,Active
"=""7180""",SERNKOU,Industrial & Consumer Products,,,0.820,,-,-,0.885,0.745,0,,-,97000,48%,0.003,-0.55,,Active
"=""0055""",SERSOL,Property,0.03,0.03,0.030,-,0.030,0.030,0.07,0.015,33,,100,3191045,54%,0.001,-0.46,,Active
"=""0055WB""",SERSOL-WB,Property,,,0.020,,-,-,0.05,0.005,0,,-,44325,50%,,,,Active
"=""0337""",SET,Property,0.18,0.175,0.180,-0.005,0.185,0.175,0.36,0.165,1558,,8,1172150,46%,-0.005,1.19,14.44,Active
"=""0251""",SFPTECH,Property,0.13,0.135,0.130,+0.005,0.135,0.125,0.635,0.115,50372,1.48%,86,1941975,50%,-0.003,0.4,33.48,Active
"=""5157""",SG,Industrial & Consumer Products,0.01,0.01,0.010,-,0.010,0.010,0.02,0.005,18909,,-,402985,50%,,-1.35,,Active
"=""03033""",SGBHD,Utilities,,,0.250,,-,-,0.3,0.15,0,,-,52845,36%,-0.011,,,Active
"=""5517""",SHANG,Industrial & Consumer Products,1.9,1.9,1.910,-0.010,1.910,1.900,2.05,1.44,1571,4.21%,47,168130,81%,0.044,6.65,23.56,Active
"=""4316""",SHCHAN,Industrial & Consumer Products,0.225,0.225,0.230,-0.005,0.225,0.225,0.3,0.2,10,,-,70095,55%,,2.95,10.12,Active
"=""7412""",SHH,Industrial & Consumer Products,,,1.150,,-,-,1.35,0.88,0,,-,12630,43%,-0.027,-1.15,,Active
"=""6017""",SHL,Industrial & Consumer Products,,,2.200,,-,-,2.55,2.15,0,,-,7205,37%,-0.014,16.83,12.96,Active
"=""7246""",SIGN,Industrial & Consumer Products,1.36,1.36,1.360,-,1.360,1.350,1.68,1.26,2560,8.09%,97,140265,42%,-0.01,13.1,7.25,Active
"=""4197""",SIME,Industrial & Consumer Products,2.32,2.35,2.320,+0.030,2.380,2.290,2.36,1.56,223169,5.96%,40,12108390,67%,0.041,30.2,6.68,Active
"=""41971A""",SIME-C1A,Technology,,,0.170,,-,-,0.18,0.07,0,,-,1899050,68%,0.004,,,Active
"=""41971B""",SIME-C1B,Technology,0.12,0.12,0.115,+0.005,0.120,0.120,0.15,0.06,10,,-,55760,73%,0.001,,,Active
"=""41971C""",SIME-C1C,Technology,0.195,0.19,0.175,+0.015,0.195,0.190,0.175,0.065,210,,52,82920,65%,0.01,,,Active
"=""41971D""",SIME-C1D,Technology,,,0.085,,-,-,0.13,0.06,0,,-,511000,63%,0.001,,,Active
"=""41971E""",SIME-C1E,Technology,0.055,0.055,0.050,+0.005,0.055,0.055,0.095,0.035,2000,,100,1572235,43%,,,,Active
"=""41971F""",SIME-C1F,Technology,0.05,0.055,0.050,+0.005,0.065,0.050,0.15,0.02,6310,,49,-,29%,,,,Active
"=""41971G""",SIME-C1G,Technology,0.12,0.125,0.120,+0.005,0.135,0.120,0.12,0.055,13065,,80,1553370,65%,0.004,,,Active
"=""41971H""",SIME-C1H,Technology,0.045,0.04,0.040,-,0.045,0.040,0.075,0.025,500,,100,-,0%,,,,Active
"=""41971I""",SIME-C1I,Technology,0.07,0.075,0.065,+0.010,0.075,0.070,0.07,0.035,7500,,53,1313720,64%,0.001,,,Active
"=""41971J""",SIME-C1J,Technology,0.075,0.08,0.075,+0.005,0.080,0.075,0.075,0.045,60,,33,177910,75%,0.002,,,Active
"=""41971K""",SIME-C1K,Technology,0.115,0.12,0.115,+0.005,0.125,0.115,0.115,0.09,7000,,50,-,0%,,,,Active
"=""41971L""",SIME-C1L,Technology,,,0.065,,-,-,0.075,0.065,0,,-,-,0%,,,,Active
"=""419795""",SIME-C95,Technology,0.105,0.12,0.110,+0.010,0.125,0.105,0.13,0.03,120,,50,20830,65%,0.004,,,Active
"=""419797""",SIME-C97,Technology,0.22,0.23,0.220,+0.010,0.240,0.220,0.24,0.055,17699,,56,1452435,67%,0.011,,,Active
"=""419798""",SIME-C98,Technology,0.235,0.235,0.185,+0.050,0.235,0.235,0.185,0.1,100,,-,69250,77%,0.02,,,Active
"=""419799""",SIME-C99,Technology,0.22,0.23,0.180,+0.050,0.240,0.220,0.25,0.105,17490,,49,297480,67%,0.002,,,Active
"=""5288""",SIMEPROP,Industrial & Consumer Products,1.48,1.51,1.480,+0.030,1.520,1.470,1.61,1.07,120354,1.99%,40,9555780,52%,0.015,7.38,19.84,Active
"=""528847""",SIMEPROP-C47,Technology,0.05,0.055,0.050,+0.005,0.055,0.050,0.17,0.05,27286,,77,2302845,44%,-0.003,,,Active
"=""528849""",SIMEPROP-C49,Technology,0.04,0.045,0.035,+0.010,0.045,0.040,0.195,0.035,16099,,59,2015270,41%,-0.003,,,Active
"=""528850""",SIMEPROP-C50,Technology,,,0.010,,-,-,0.06,0.01,0,,-,-,14%,,,,Active
"=""528851""",SIMEPROP-C51,Technology,,,0.040,,-,-,0.09,0.025,0,,-,-,0%,,,,Active
"=""528852""",SIMEPROP-C52,Technology,,,0.025,,-,-,0.055,0.02,0,,-,63500,44%,,,,Active
"=""528853""",SIMEPROP-C53,Technology,,,0.055,,-,-,0.09,0.035,0,,-,154100,55%,,,,Active
"=""528854""",SIMEPROP-C54,Technology,0.105,0.11,0.105,+0.005,0.110,0.105,0.125,0.095,6170,,34,7520,55%,0.004,,,Active
"=""528855""",SIMEPROP-C55,Technology,0.075,0.08,0.075,+0.005,0.085,0.075,0.105,0.07,25431,,60,-,0%,,,,Active
"=""528856""",SIMEPROP-C56,Technology,0.05,0.05,0.150,-0.100,0.050,0.050,,,500,,-,-,0%,,,,Active
"=""528857""",SIMEPROP-C57,Technology,0.08,0.085,0.075,+0.010,0.085,0.080,0.085,0.075,12000,,50,-,0%,,,,Active
"=""5172""",SINARAN,Industrial & Consumer Products,0.065,0.06,0.065,-0.005,0.065,0.060,0.125,0.01,2073,,38,364715,56%,,-2.21,,Active
"=""5172WB""",SINARAN-WB,Industrial & Consumer Products,0.015,0.015,0.020,-0.005,0.015,0.015,0.03,0.005,2025,,-,273415,44%,,,,Active
"=""0305""",SINKUNG,Property,,,0.080,,-,-,0.15,0.06,0,,-,222080,43%,-0.005,-0.06,,Active
"=""9431""",SJC,Industrial & Consumer Products,0.51,0.495,0.505,-0.010,0.515,0.490,0.515,0.25,47770,,72,3557740,67%,0.005,5.36,9.6,Active
"=""9431WA""",SJC-WA,Industrial & Consumer Products,0.085,0.095,0.090,+0.005,0.095,0.080,0.215,0.06,7135,,15,428790,50%,-0.003,,,Active
"=""7115""",SKBSHUT,Industrial & Consumer Products,0.865,0.87,0.870,-,0.870,0.860,1.02,0.595,568,7.47%,8,330310,57%,0.004,16.06,6.56,Active
"=""7155""",SKPRES,Industrial & Consumer Products,0.61,0.565,0.620,-0.055,0.630,0.535,1.16,0.52,207569,,49,3043805,38%,-0.006,7.59,7.45,Active
"=""715528""",SKPRES-C28,Technology,,,-,,-,-,0.08,0.005,0,,-,414300,13%,,,,Delisted
"=""715529""",SKPRES-C29,Technology,,,0.020,,-,-,0.035,0.02,0,,-,-,0%,,,,Active
"=""7155WB""",SKPRES-WB,Industrial & Consumer Products,,,0.005,,-,-,0.015,0.005,0,,-,295700,100%,,,,Active
"=""7249""",SKYGATE,Industrial & Consumer Products,0.69,0.69,0.690,-,0.690,0.690,0.895,0.46,5,,-,32795,31%,-0.007,1.84,49.05,Active
"=""5315""",SKYWLD,Industrial & Consumer Products,0.48,0.48,0.485,-0.005,0.485,0.480,0.59,0.38,2819,2.29%,21,436400,57%,-0.001,5.42,8.86,Active
"=""03008""",SLIC,Utilities,,,0.600,,-,-,,,0,,-,-,0%,,,,Active
"=""7248""",SLP,Industrial & Consumer Products,0.74,0.76,0.745,+0.015,0.760,0.740,0.905,0.7,316,6.25%,5,13105,25%,-0.008,4.43,17.15,Active
"=""0215""",SLVEST,Industrial & Consumer Products,2.37,2.25,2.370,-0.120,2.380,2.230,3.39,1.52,70014,,54,7310125,29%,-0.181,7.35,40.09,Active
"=""0215C1""",SLVEST-C1,Technology,0.065,0.065,0.070,-0.005,0.065,0.065,0.08,0.055,10,,-,-,0%,,,,Active
"=""0215C2""",SLVEST-C2,Technology,0.045,0.04,0.050,-0.010,0.045,0.040,0.06,0.05,8000,,-,-,0%,,,,Active
"=""0215CO""",SLVEST-CO,Technology,0.165,0.16,0.210,-0.050,0.165,0.155,0.39,0.16,340,,18,41505,42%,-0.002,,,Active
"=""0215CP""",SLVEST-CP,Technology,,,0.170,,-,-,0.5,0.14,0,,-,250755,8%,-0.057,,,Active
"=""0215CQ""",SLVEST-CQ,Technology,,,0.190,,-,-,0.555,0.16,0,,-,111260,34%,-0.013,,,Active
"=""0215CR""",SLVEST-CR,Technology,0.03,0.03,0.050,-0.020,0.030,0.030,0.23,0.05,100,,100,8150,37%,-0.002,,,Active
"=""0215CS""",SLVEST-CS,Technology,0.01,0.01,0.030,-0.020,0.010,0.010,0.22,0.02,5000,,70,922425,20%,-0.035,,,Active
"=""0215CT""",SLVEST-CT,Technology,0.065,0.05,0.070,-0.020,0.065,0.050,0.365,0.06,4956,,49,1270510,6%,-0.056,,,Active
"=""0215CU""",SLVEST-CU,Technology,,,0.010,,-,-,0.215,0.005,0,,-,3469555,25%,-0.035,,,Active
"=""0215CV""",SLVEST-CV,Technology,0.095,0.07,0.100,-0.030,0.095,0.065,0.49,0.065,138773,,36,4182770,29%,-0.067,,,Active
"=""0215CW""",SLVEST-CW,Technology,,,0.020,,-,-,0.11,0.015,0,,-,38540,17%,-0.012,,,Active
"=""0215CX""",SLVEST-CX,Technology,,,0.015,,-,-,0.11,0.015,0,,-,1030030,14%,-0.015,,,Active
"=""0215CY""",SLVEST-CY,Technology,0.015,0.015,0.025,-0.010,0.015,0.015,0.06,0.015,2800,,82,-,0%,,,,Active
"=""0215CZ""",SLVEST-CZ,Technology,0.015,0.015,0.020,-0.005,0.015,0.015,0.045,0.015,10000,,50,-,0%,,,,Active
"=""0215WA""",SLVEST-WA,Industrial & Consumer Products,,,1.340,,-,-,2.39,0.53,0,,-,107255,24%,-0.195,,,Suspended
"=""0306""",SMART,Property,0.19,0.195,0.195,-,0.195,0.190,0.3,0.17,4115,,97,234810,55%,0.001,2.02,10.96,Active
"=""9776""",SMCAP,Industrial & Consumer Products,0.365,0.37,0.365,+0.005,0.370,0.360,0.42,0.035,8169,,44,1978090,53%,0.002,-3.11,,Active
